kode_buku,judul_buku,pengarang,genre
0684846942,Kate Vaiden,Reynolds Price,Fiction
0684848155,Underworld,Don DeLillo,Fiction
0684848236,Ronald Reagan,Dinesh D'Souza,Biography & Autobiography
0684849305,The Children's Book of America,William J. Bennett;Michael Hague,Fiction
0684849690,The Secret Diary of Anne Boleyn,Robin Maxwell,Fiction
0684850273,The Fall of a Sparrow,Robert Hellenga,Fiction
0684850621,The Walrus Was Paul,R. Gary Patterson,Music
0684852225,Close Range,Annie Proulx,Fiction
068485256X,The Last Temptation of Christ,Nikos Kazantzakis,Fiction
0684852632,Shadow,Bob Woodward,History
0684852705,Hamlet's Dresser,Bob Smith,Biography & Autobiography
0684853760,Out of the Woods,Chris Offutt,Fiction
0684854279,Merde!,Genevieve,Foreign Language Study
0684854287,Merde Encore!,Genevieve,Foreign Language Study
0684854465,Mad Cowboy,Howard F. Lyman;Glen Merzer,Health & Fitness
0684854678,The Noonday Demon,Andrew Solomon,Psychology
0684856026,Cryptozoology A To Z,Loren Coleman;Jerome Clark,Nature
0684856476,The Rum Diary,Hunter S. Thompson,Fiction
0684857081,Easy Riders Raging Bulls,Peter Biskind,Performing Arts
0684859238,To Have and Have Not,Ernest Hemingway,Fiction
0684865521,No Heroes,Chris Offutt,Biography & Autobiography
0684867427,Jukebox Queen Of Malta,Nicholas Rinaldi,Fiction
0684867486,Yesterday I Cried,Iyanla Vanzant,Self-Help
0684867850,Of Time and the River,Thomas Wolfe,Fiction
0684868199,Picture This,Joseph Heller,Fiction
0684873176,The Mutineer,Hunter S. Thompson,Biography & Autobiography
0684873206,Hey Rube,Hunter S. Thompson,Literary Collections
0684873214,Screwjack,Hunter S. Thompson,Fiction
0687002826,Exclusion and Embrace,Miroslav Volf,Religion
0688003478,The Merlin Trilogy,Mary Stewart,Fiction
068802372X,Karate is a Thing of the Spirit,Harry Crews,Fiction
0688039693,Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,Business & Economics
0688052304,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Essentialism (Philosophy)
0688085873,A Short History of World War II,James L. Stokesbury,History
0688090257,Worlds enough and time,Joe Haldeman;Joe W. Haldeman,Fiction
068809368X,The first man in Rome,Colleen McCullough,Fiction
0688094554,Ten Days to Self-Esteem,David D. Burns,Self-Help
0688095135,Korean Short History,James L. Stokesbury,History
0688140718,Trapped in T Mirror,Elan Golomb,Family & Relationships
0688143881,Julius, the Baby of the World,Kevin Henkes,Juvenile Fiction
068814392X,The Twelve Dancing Princesses,Marianna Mayer,Juvenile Fiction
0688149898,Love Poems,Nikki Giovanni,Poetry
0688151329,Behind a Mask,Louisa May Alcott,Fiction
0688152023,NYC Ballet Workout,Peter Martins,Health & Fitness
0688153879,Kevin Trudeau's Mega Memory,Kevin Trudeau,Self-Help
0688154727,Chester's Way,Kevin Henkes,Juvenile Fiction
0688166253,The Purpose of Your Life,Carol Adrienne,Body, Mind & Spirit
0688171621,Naked Pictures of Famous People,Jon Stewart,Humor
0688172172,Phantoms in the Brain,V. S. Ramachandran,Medical
0688172245,The Lost Tomb,Kent R. Weeks,Social Science
0689707495,Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction
0689716044,The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction
0689718764,The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction
068980217X,My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction
0689822847,Hitty Her First Hundred Years,Rachel Field,Juvenile Fiction
0689823827,A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction
0689833768,Sad Underwear and Other Complications,Judith Viorst,Juvenile Nonfiction
0689834195,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction
0689835612,Where Is Baby's Mommy?,Karen Katz,Juvenile Nonfiction
0689837186,Poppy,Avi,Children's stories
0689840330,Silver on the Tree,Susan Cooper,Juvenile Fiction
0689845367,The Tombs of Atuan,Ursula K. Le Guin,Fiction
0689846177,Sagwa, The Chinese Siamese Cat,Amy Tan,Juvenile Fiction
068984882X,The Storm,Cynthia Rylant,Juvenile Fiction
0689849125,Voting Rights Days,Ellen Weiss,Juvenile Fiction
0689849257,Counting Christmas,Karen Katz,Juvenile Fiction
0689851138,Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction
0689851901,What a Scare, Jesse Bear,Nancy White Carlstrom,Juvenile Fiction
0689852231,The House of the Scorpion,Nancy Farmer,Young Adult Fiction
0689860064,Dragondrums,Anne McCaffrey,Juvenile Fiction
0689860072,Dragonsinger,Anne McCaffrey,Juvenile Fiction
0689861133,Moo, Baa, la la La!,Sandra Boynton,Animal sounds
0689862466,The Octopus,Cynthia Rylant;Preston McDaniels,Juvenile Fiction
068986311X,The Eagle,Cynthia Rylant;Preston McDaniels,Juvenile Fiction
0689868014,Rash,Pete Hautman,Juvenile Fiction
0689868839,The Children's Homer,Padraic Colum,Juvenile Fiction
0689869037,Invisible,Pete Hautman,Juvenile Fiction
0689869908,Beatrice's Goat,Page McBrier,Juvenile Nonfiction
0689870167,Michael's Golden Rules,Deloris Jordan;Michael Jordan,Juvenile Fiction
068987040X,Amelia's 6th-Grade Notebook,Marissa Moss,Juvenile Fiction
0689873190,The Au Pairs,Melissa de la Cruz,Juvenile Fiction
068987409X,I Love Saturdays y domingos,Alma Flor Ada,Juvenile Fiction
068987670X,Star Bright,Cathy Hapka,Juvenile Nonfiction
0689878559,Alanna,Tamora Pierce,Juvenile Fiction
0689878583,The Woman Who Rides Like a Man,Tamora Pierce,Juvenile Fiction
0691008531,Soldiers of Destruction,Charles W. Sydnor,History
0691013802,Sounds, Feelings, Thoughts,Wisława Szymborska,Poetry
069101597X,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Literary Criticism
0691017778,The Myth of the Eternal Return,Mircea Eliade,Social Science
0691019045,Eugene Onegin: Commentary and index,Aleksandr Sergeevich Pushkin,Literary Criticism
0691019053,EUGENE ONEGIN - A NOVEL IN VERSE V.1,Aleksandr Sergeevich Pushkin,Literary Criticism
0691019401,The Essential Kierkegaard,S瞨en·Kierkegaard,Philosophy
0691019584,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan, Sir,Philosophy
0691019622,Fear and Trembling,Soren Aabye Kierkegaard;Søren Kierkegaard,Christianity
0691020167,Philosophy and the Mirror of Nature,Richard Rorty,Philosophy
0691020418,Kierkegaard's Writings,Søren Kierkegaard,
069102068X,Images and Symbols,Mircea Eliade,Religion
0691024715,Vladimir Nabokov,Brian Boyd,Biography & Autobiography
0691027498,The Rise of Christianity,Rodney Stark,Religion
0691037388,Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science
0691037795,Multiculturalism,Charles Taylor;Amy Gutmann,Philosophy
0691050848,The Nature of Space and Time,Stephen Hawking;Roger Penrose,Science
0691096104,The Essential John Nash,John Nash,Mathematics
0691097186,The complete works of Aristotle,Aristoteles,Philosophy, Ancient
0691099502,The Complete Works of Aristotle,Aristotle,Philosophy
0691102570,Hamlet in Purgatory,Stephen Greenblatt,Drama
0691102961,The Two-Mile Time Machine,Richard B. Alley,Science
0691119422,Shamanism,Mircea Eliade,Body, Mind & Spirit
0691120528,Hegel's Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy
0691122946,On Bullshit,Harry G. Frankfurt,Philosophy
0694524751,The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction
0696211521,Second Home,,House & Home
0698112687,Sisters,Charles Higham,Biography & Autobiography
0698115678,The Legend of the Poinsettia,,Juvenile Fiction
0698116410,Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction
0698117972,Mine, All Mine,Ruth Heller,Juvenile Nonfiction
0698118758,Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction
0701137681,In Search of Lost Time,Marcel Proust,
0701179791,The Risk of Darkness,Susan Hill,Detective and mystery stories
0704102471,The Egg and I,Betty MacDonald,Farm life
0706425618,The Time Machine,Herbert George Wells,Science fiction, English
0711983089,The Beatles years,Barry Miles;Keith Badman,Biography & Autobiography
0712607943,Ender's Game,Orson Scott Card,
0712645624,The Mansion on the Hill,Fred Goodman,Music trade
0713998784,The World is Flat,Thomas L. Friedman,Computer science
0713998946,America,Jon Stewart;Ben Karlin;David Javerbaum,Democracy
0714529036,Hooked,Pauline Kael,Motion pictures
0714530034,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,Psycho (Motion picture : 1960)
0714541109,Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile,Luigi Pirandello,
0715629948,Euripides,Pantelis Michelakis,Drama
0715633996,The Egyptologist,Arthur Phillips,Americans
0716799561,Economics: European Edition,Paul Krugman;Robin Wells;Kathryn Graddy,Business & Economics
0718132386,Banker,Dick Francis,Fiction
0718144465,Sushi for Beginners,Marian Keyes,Business women
0718149297,Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories
0719045789,Orientalism,John MacKenzie;John MacDonald MacKenzie,Art
0719071151,A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,History
0719566223,Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories
0719566231,Birds of a Feather,Jacqueline Winspear,Children of the rich
0720608724,Black Sugar,Jeremy Reed,Erotic poetry, English
0721601944,Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,Medical
0722533942,The Valkyries,Paulo Coelho,Angels
0722539010,How to Seduce Your Dream Man,Anna Maxted,Man-woman relationships
072254040X,Mutant Message from Forever,Marlo Morgan,Aboriginal Australians
0723247781,The Tale of Jemima Puddle-Duck,Beatrix Potter,Juvenile Nonfiction
072324779X,The Tale of The Flopsy Bunnies,Beatrix Potter,Juvenile Nonfiction
0723257639,The World of Peter Rabbit,Beatrix Potter,Juvenile Fiction
0723258058,A Journal,Beatrix Potter (Illustratorin),Novelists, English
0727852663,The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages
0727853414,Exit to Eden,Anne Rampling;Anne Rice,Photographers
0727861158,Desert Heat,Ja Jance;Judith A. Jance,Fiction
0727862421,The Dark City,Max Allan Collins,Fiction
0735611319,Code,Charles Petzold,Computers
0735617228,Writing Secure Code,Michael Howard;David LeBlanc,Computers
073571102X,Homepage Usability,Jakob Nielsen;Marie Tahir,Business enterprises
0736805990,The Girlhood Diary of Louisa May Alcott, 1843-1846,Louisa May Alcott,Juvenile Nonfiction
0736903704,Israel, My Beloved,Kay Arthur,Fiction
0736908161,Living with Passion and Purpose,Elizabeth George,Religion
0736909524,The Rapture,Tim F. LaHaye,Religion
0736910190,Life Management for Busy Women,Elizabeth George,Religion
0736910735,Simple Acts of Faith,Margaret Feinberg,Religion
0736911685,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,Religion
0736913823,Loving God with All Your Mind,Elizabeth George,Religion
0737000368,The Greenlander,Mark Adlard,Adventure stories
0738206369,Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Biography & Autobiography
0738511676,Middlesex Borough,,History
0738519383,Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,History
0738528528,Sebastopol,Western Sonoma County Historical Society,History
0738539562,Lake Orion,James E. Ingram;Lori Grove,History
073854339X,Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,History
0738544922,Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,History
073854678X,Selections from the Oakland Tribune Archives,Annalee Allen,History
0738706124,Book of Nightmares,John Peel,Fiction
0739403451,Rincewind the Wizzard,Terry Pratchett,Discworld (Imaginary place)
0739409557,The Lord of the Rings,,Baggins, Frodo (Fictitious character)
0739410121,Hitchhiker's Trilogy,Douglas Adams,Dent, Arthur (Fictitious character)
0739412531,All the Pretty Horses,Cormac McCarthy,Americans
0739414399,The Chrestomanci Quartet,Diana Wynne Jones,Chrestomanci (Fictitious character)
0739422952,The Last Herald-mage,Mercedes Lackey,Fantasy fiction, American
0739423851,Wizard's Castle,Diana Wynne Jones,Fantasy
0739427369,A Tolkien Miscellany,John Ronald Reuel Tolkien,Fantasy fiction, English
0739432176,The Abhorsen Trilogy,Garth Nix,Fantasy fiction, American
0739432974,The complete guide to Middle-earth,Robert Foster,Literary Criticism
0739439707,Time Quartet,Madeleine L'Engle,Science fiction
0739444050,The Foundation Trilogy,Isaac Asimov,Science fiction
0739447343,The Christmas Thief,Mary Higgins Clark,Christmas stories
0739449079,Night fall,Nelson DeMille,Fiction
0739456903,The Sundering,Jacqueline Carey,Brothers
0739461192,Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever
0739469053,Twelve sharp,Janet Evanovich,Bail bond agents
0739844326,Bill Gates,Sara Barton-Wood,Juvenile Nonfiction
0740720120,Another Day in Paradise,Jim Toomey,Humor
0740721356,Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,Comics & Graphic Novels
0740721941,Another Day in Cubicle Paradise,Scott Adams,Humor
0740748475,The Complete Calvin and Hobbes,Bill Watterson,Comics & Graphic Novels
0742529789,Chomsky on Miseducation,Noam Chomsky,Education
0743202414,A Primate's Memoir,Robert M. Sapolsky,Nature
0743202554,New Jewish Wedding, Revised,Anita Diamant,Reference
0743203046,Bowling Alone,Robert D. Putnam,History
0743203313,The Blackwater Lightship,Colm Toibin,Fiction
0743203585,The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction
0743203593,How Right You Are, Jeeves,P.G. Wodehouse,Fiction
0743203623,Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction
0743203968,The Body Artist,Don DeLillo,Fiction
074321076X,Sarah Ban Breathnach's Mrs. Sharp's Traditions,Sarah Ban Breathnach,Family & Relationships
0743211480,Not Much Fun,Stuart Y. Silverstein,Biography & Autobiography
0743211995,An Hour Before Daylight,Jimmy Carter,Biography & Autobiography
0743219570,Cover Her Face,P.D. James,Fiction
0743222040,Drugs and Crime Deviant Pathways,Cândido da Agra;Serge Brochu;Marie-Marthe Cousineau,Criminal behavior
0743222059,The Skull Beneath the Skin,P. D. James,Fiction
0743222989,Authentic Happiness,Martin E. P. Seligman,Psychology
0743223136,John Adams,David McCullough,Biography & Autobiography
0743223853,Yanks,John Eisenhower,History
0743225082,Man and Boy,Tony Parsons,Fiction
0743226720,Seventeen Seventy-six,David McCullough,Biography & Autobiography
0743227190,President Nixon,Richard Reeves,Biography & Autobiography
0743227441,The Other Boleyn Girl,Philippa Gregory,Fiction
0743231538,Shampoo Planet,Douglas Coupland,Fiction
0743233212,Them,Jon Ronson,Political Science
0743235657,Shout!,Philip Norman,Biography & Autobiography
0743236149,Man and Wife,Tony Parsons,Fiction
0743243781,Teacher Man,Frank McCourt,Biography & Autobiography
0743243803,The Partly Cloudy Patriot,Sarah Vowell,History
074324382X,Will You Miss Me When I'm Gone?,Mark Zwonitzer;Charles Hirshberg,Biography & Autobiography
0743244257,Cosmopolis,Don DeLillo,Fiction
0743244583,Chronicles,Bob Dylan,Biography & Autobiography
074324592X,The Boat of Dreams,Richard Preston,Fiction
074324754X,The Glass Castle,Jeannette Walls,Biography & Autobiography
0743249291,Wideacre,Philippa Gregory,Fiction
0743249305,The Favored Child,Philippa Gregory,Fiction
0743250419,The Master,Colm Toibin,Fiction
0743250443,Generation of Swine,Hunter S. Thompson,Biography & Autobiography
0743250451,The Great Shark Hunt,Hunter S. Thompson,Biography & Autobiography
0743250974,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,Self-Help
0743252217,Sea of Thunder,Evan Thomas,History
0743253973,A Separate Peace,John Knowles,Fiction
0743255488,Plan of Attack,Bob Woodward,Political Science
074325578X,Frankenstein,Mary Wollstonecraft Shelley,Fiction
074325581X,The Scarpetta Collection Volume II,Patricia Cornwell,Fiction
0743255909,The Trial of Queen Caroline,Jane Robins,Biography & Autobiography
074325807X,Benjamin Franklin,Walter Isaacson,Biography & Autobiography
0743260945,The Sleeping Doll,Jeffery Deaver,Fiction
0743261984,Liars and Saints,Maile Meloy,Fiction
0743262174,Cry, the Beloved Country,Alan Paton,Fiction
0743264738,Einstein,Walter Isaacson,Biography & Autobiography
0743264916,I Heard that Song Before,Mary Higgins Clark,Fiction
0743267745,I'm Too Young To Be Seventy,Judith Viorst,Humor
0743269268,The Virgin's Lover,Philippa Gregory,Fiction
0743269519,The 7 Habits of Highly Effective People,Stephen R. Covey,Self-Help
0743270207,The Organized Student,Donna Goldberg,Family & Relationships
0743270754,Team of Rivals,Doris Kearns Goodwin,Biography & Autobiography
0743270797,Untouchables,Narendra Jadhav,Biography & Autobiography
0743271327,Brokeback Mountain,Annie Proulx,Fiction
0743272099,Love Smart,Dr. Phil McGraw,Family & Relationships
0743272498,The Constant Princess,Philippa Gregory,Fiction
0743272501,The Boleyn Inheritance,Philippa Gregory,Fiction
0743272536,Virgin Earth,Philippa Gregory,Fiction
0743272773,How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,Self-Help
0743272935,The Good Earth,Pearl S. Buck,Fiction
0743273052,Love-Lies-Bleeding,Don DeLillo,Euthanasia
0743275039,The Coffin Dancer,Jeffery Deaver,Fiction
0743281594,Diary of a Mistress,Miasha,Fiction
0743284283,Female Chauvinist Pigs,Ariel Levy,Social Science
0743284798,Persian Mirrors,Elaine Sciolino,History
0743284887,Chuck Klosterman IV,Chuck Klosterman,Biography & Autobiography
0743286979,Kissinger,Walter Isaacson,Biography & Autobiography
0743289412,Lisey's Story,Stephen King,Fiction
0743292499,True Evil,Greg Iles,Fiction
0743292545,You On A Diet,M. D. Roizen (Michael F.);Michael F. Roizen,Reducing diets
